tenant_history_id,property_id,locality,bhk,monthly_rent,lease_start_date,lease_end_date,occupancy_status,tenant_name,created_at
TH1999,PROP1788,Greater Noida Pari Chowk,2,11300,2023-12-12,2024-11-12,VACANT,Aarush Kulkarni,2023-08-03 22:33:31
TH2000,PROP1733,Preet Vihar,1,12100,2025-01-15,2025-12-15,OCCUPIED,Abdul Tak,2024-04-07 05:04:53
TH2001,PROP1257,Ghaziabad Indirapuram,1,10700,2025-04-25,2026-03-25,OCCUPIED,Sudiksha Rout,2024-11-16 17:38:52
TH2002,PROP1001,Saket,4,47600,2025-05-09,2027-03-09,VACANT,Yash Mall,2025-05-30 15:41:19
TH2003,PROP1589,South Delhi,4,62700,2025-03-22,2027-01-22,VACANT,Chandran Goyal,2023-12-31 00:15:42
TH2004,PROP1800,Lajpat Nagar,2,26400,2025-07-05,2027-05-05,OCCUPIED,Maanav Bali,2025-07-21 09:43:21
TH2005,PROP1549,East Delhi,3,21900,2026-01-23,2027-11-23,OCCUPIED,Garima Chahal,2023-09-13 06:55:09
TH2006,PROP1982,Gurgaon Golf Course Road,3,63500,2024-10-19,2026-08-19,OCCUPIED,Neel Mane,2025-05-21 03:31:34
TH2007,PROP1471,Noida Sector 18,2,24000,2025-08-16,2026-07-16,NOTICE_PERIOD,Tamanna Parsa,2026-05-07 04:54:48
TH2008,PROP1677,Dwarka Sector 21,3,36600,2023-10-30,2024-09-30,OCCUPIED,Ekantika Pillay,2026-03-31 00:07:10
TH2009,PROP1368,Faridabad Sector 15,1,9900,2026-01-04,2027-11-04,OCCUPIED,Dhruv Master,2024-12-18 10:43:48
TH2010,PROP1144,Saket,2,24800,2023-12-01,2024-11-01,OCCUPIED,Forum Vyas,2024-10-16 22:14:07
TH2011,PROP1065,Noida Sector 62,4,36300,2024-03-06,2026-01-06,NOTICE_PERIOD,Dalbir Chopra,2025-04-07 14:55:39
TH2012,PROP1017,Saket,3,35000,2026-06-27,2027-05-27,OCCUPIED,Veda Mani,2024-10-31 11:52:33
TH2013,PROP1217,Faridabad Neharpar,4,18900,2026-02-03,2027-01-03,OCCUPIED,Irya Dayal,2025-05-24 15:41:00
TH2014,PROP1239,Lajpat Nagar,1,20600,2025-01-14,2026-11-14,OCCUPIED,Waida Gole,2026-03-15 19:28:44
TH2015,PROP1483,Saket,2,29400,2024-03-31,2025-02-28,OCCUPIED,Rishi Agarwal,2023-11-28 02:03:14
TH2016,PROP1648,Hauz Khas,3,57300,2024-12-11,2025-11-11,OCCUPIED,Sarthak Sachdeva,2024-10-17 05:41:00
TH2017,PROP1175,Lajpat Nagar,1,17700,2024-07-20,2025-06-20,OCCUPIED,Advay Jaggi,2025-08-15 15:05:58
TH2018,PROP1208,Greater Noida Pari Chowk,3,16600,2024-04-24,2026-02-24,OCCUPIED,Darika Mital,2025-01-26 18:05:12
TH2019,PROP2000,Central Delhi,3,63500,2024-07-09,2025-06-09,VACANT,Ishaan Nath,2024-07-29 14:24:32
TH2020,PROP1608,Gurgaon Sector 45,3,27600,2025-09-21,2027-07-21,OCCUPIED,Parth Hari,2024-07-17 17:10:07
TH2021,PROP1426,Gurgaon Sector 56,3,34000,2024-07-25,2026-05-25,OCCUPIED,Urvi Banik,2025-06-28 00:25:30
TH2022,PROP1596,Saket,2,25300,2024-12-29,2026-10-29,VACANT,Gautami Shere,2025-11-26 14:18:24
TH2023,PROP1017,Faridabad Sector 15,1,8000,2024-10-16,2025-09-16,VACANT,Chandani Mutti,2025-03-20 21:10:41
TH2024,PROP1724,Noida Sector 18,4,49000,2023-08-10,2025-06-10,OCCUPIED,Irya Bhatti,2026-06-17 23:43:12
TH2025,PROP1212,Golf Course Extension Road,3,39400,2024-05-23,2026-03-23,OCCUPIED,Harinakshi Prashad,2025-06-07 01:03:32
TH2026,PROP1179,Saket,2,29500,2026-01-28,2026-12-28,OCCUPIED,Rachit Dada,2026-02-22 21:59:24
TH2027,PROP1802,Noida Sector 62,3,27500,2025-10-20,2026-09-20,OCCUPIED,Azad Magar,2024-10-17 01:10:18
TH2028,PROP1543,DLF Phase 5,3,60900,2025-01-15,2025-12-15,OCCUPIED,Kamya Seth,2026-01-15 10:00:11
TH2029,PROP1642,Rohini Sector 10,3,25000,2024-06-16,2025-05-16,VACANT,Parth Choudhury,2024-09-03 14:22:57
TH2030,PROP1702,Ghaziabad Raj Nagar Extension,4,16600,2023-08-30,2024-07-30,OCCUPIED,George Sawhney,2025-01-25 23:48:42
TH2031,PROP1373,Noida Sector 18,2,25600,2025-12-11,2027-10-11,OCCUPIED,Ranveer Oak,2026-04-28 14:39:44
TH2032,PROP1912,Ghaziabad Vasundhara,1,7600,2025-09-30,2026-08-30,VACANT,Falak Dhar,2025-11-10 16:47:43
TH2033,PROP1181,Gurgaon Sector 56,1,15500,2023-11-05,2024-10-05,OCCUPIED,Samesh Bansal,2024-12-05 21:40:02
TH2034,PROP1241,Ghaziabad Indirapuram,3,20600,2025-09-09,2027-07-09,OCCUPIED,Aayush Mukhopadhyay,2026-05-08 03:27:50
TH2035,PROP1113,Noida Sector 76,2,16300,2025-08-11,2027-06-11,VACANT,Gauri Sibal,2026-03-21 20:41:51
TH2036,PROP1385,Janakpuri,1,14200,2023-11-10,2025-09-10,OCCUPIED,Arin Muni,2025-06-20 13:34:03
TH2037,PROP1447,Golf Course Extension Road,2,30900,2024-03-06,2026-01-06,OCCUPIED,Reyansh Mangat,2024-05-19 16:39:29
TH2038,PROP1383,Central Delhi,4,79600,2024-07-04,2026-05-04,NOTICE_PERIOD,Jacob Mahajan,2024-01-01 04:15:23
TH2039,PROP1208,North Delhi,2,14200,2024-05-15,2025-04-15,OCCUPIED,Yoshita Chaudry,2024-03-03 21:57:03
TH2040,PROP1114,Ghaziabad Vasundhara,4,22900,2024-08-07,2026-06-07,OCCUPIED,Anika Dhaliwal,2026-05-20 03:10:07
TH2041,PROP1303,Gurgaon Sector 56,2,24400,2025-12-17,2026-11-17,OCCUPIED,Onveer Bobal,2024-06-26 17:54:38
TH2042,PROP1878,Faridabad Neharpar,4,18600,2026-03-24,2027-02-24,OCCUPIED,Chandresh De,2023-08-22 07:57:23
TH2043,PROP1858,Ghaziabad Vasundhara,3,16100,2026-04-05,2028-02-05,OCCUPIED,Hitesh Rajagopal,2023-09-18 12:19:05
TH2044,PROP1253,Pitampura,3,31700,2024-10-29,2025-09-29,VACANT,Sanaya Parekh,2024-06-27 21:52:01
TH2045,PROP1606,Golf Course Extension Road,1,17800,2026-01-01,2026-12-01,OCCUPIED,Udyati Deep,2023-10-31 08:58:13
TH2046,PROP1482,Faridabad Sector 81,1,7700,2025-12-15,2027-10-15,OCCUPIED,Gunbir Shah,2024-06-25 15:59:05
TH2047,PROP1818,DLF Phase 5,4,71900,2025-06-25,2026-05-25,OCCUPIED,Upma Kata,2026-05-24 16:50:24
TH2048,PROP1013,Greater Noida,2,10900,2023-12-25,2025-10-25,OCCUPIED,Januja Ramanathan,2024-02-07 11:12:53
TH2049,PROP1093,Vasant Kunj,4,59900,2026-04-20,2027-03-20,OCCUPIED,Ekta Setty,2025-01-05 17:37:43
TH2050,PROP1879,Vasant Kunj,4,57100,2023-09-30,2024-08-30,VACANT,Indali Srinivas,2024-12-07 22:55:46
TH2051,PROP1416,Gurgaon Sector 45,3,31700,2024-01-24,2024-12-24,VACANT,Joshua Trivedi,2023-11-11 08:21:53
TH2052,PROP1073,Sohna Road Gurgaon,3,25400,2026-01-01,2027-11-01,OCCUPIED,Eshana Bobal,2025-12-05 20:18:21
TH2053,PROP1277,Rohini Sector 10,1,13400,2025-02-23,2026-12-23,OCCUPIED,Odika Khare,2025-05-31 20:50:50
TH2054,PROP1057,Faridabad Sector 81,3,18400,2025-03-12,2026-02-12,OCCUPIED,Leena Bhatti,2024-07-28 21:23:00
TH2055,PROP1477,Saket,3,37900,2025-12-28,2026-11-28,OCCUPIED,Radhika Oommen,2025-03-09 05:06:13
TH2056,PROP1793,Rohini Sector 10,2,22300,2024-04-04,2025-03-04,OCCUPIED,Vidhi Contractor,2025-04-30 09:48:27
TH2057,PROP1665,Ghaziabad Raj Nagar Extension,2,10600,2024-12-08,2025-11-08,OCCUPIED,Sai Goda,2024-06-23 02:01:46
TH2058,PROP1920,Noida Sector 150,4,37500,2024-10-07,2025-09-07,OCCUPIED,Ladli Narang,2025-01-13 04:08:44
TH2059,PROP1464,Faridabad Sector 15,1,9000,2025-07-12,2027-05-12,OCCUPIED,Teerth Dewan,2026-03-19 18:05:34
TH2060,PROP1377,Lajpat Nagar,2,32800,2026-04-05,2028-02-05,OCCUPIED,Manan Dixit,2024-11-28 21:31:22
TH2061,PROP1401,Gurgaon Sector 45,3,34200,2024-06-04,2025-05-04,OCCUPIED,Rohan Jha,2025-08-06 07:33:56
TH2062,PROP1283,Cyber City Gurgaon,2,35000,2024-07-01,2025-06-01,OCCUPIED,Radhika Padmanabhan,2026-07-10 15:26:29
TH2063,PROP1643,Vasant Kunj,3,43900,2025-04-19,2026-03-19,OCCUPIED,Joshua Menon,2023-09-27 22:45:20
TH2064,PROP1431,Ghaziabad Indirapuram,1,9300,2026-04-02,2027-03-02,OCCUPIED,Aadi Parmer,2023-11-18 18:17:42
TH2065,PROP1822,Janakpuri,3,30100,2024-05-25,2026-03-25,OCCUPIED,Wahab Sankaran,2025-08-29 00:03:11
TH2066,PROP1806,Noida Sector 76,4,33100,2024-09-24,2026-07-24,OCCUPIED,Lavanya Ravi,2024-09-11 15:39:02
TH2067,PROP1581,Central Delhi,3,54200,2025-03-08,2027-01-08,OCCUPIED,Vaishnavi Dewan,2024-02-12 19:22:53
TH2068,PROP1381,Noida Sector 18,1,15500,2024-09-14,2026-07-14,OCCUPIED,Omisha Dube,2024-06-01 15:31:37
TH2069,PROP1171,Gurgaon Sector 56,3,31000,2026-03-02,2027-02-02,VACANT,Krish Apte,2023-10-08 04:15:08
TH2070,PROP1710,Golf Course Extension Road,2,26200,2023-08-07,2024-07-07,NOTICE_PERIOD,Rajeshri Deshpande,2023-10-22 07:56:45
TH2071,PROP1589,Central Delhi,4,71300,2025-06-23,2026-05-23,OCCUPIED,Tamanna Sandal,2025-06-03 11:16:03
TH2072,PROP1725,Saket,3,43700,2024-11-29,2025-10-29,OCCUPIED,Shivani Rajagopalan,2024-08-13 21:08:29
TH2073,PROP1553,Gurgaon Sector 56,3,30500,2024-02-09,2025-01-09,OCCUPIED,Wishi Khalsa,2025-09-08 20:36:35
TH2074,PROP1512,Golf Course Extension Road,4,55600,2024-05-10,2025-04-10,OCCUPIED,Bahadurjit Barad,2025-04-04 02:18:58
TH2075,PROP1757,Faridabad Sector 81,3,17400,2025-08-30,2027-06-30,OCCUPIED,Vasatika Buch,2023-12-24 06:02:31
TH2076,PROP1297,Golf Course Extension Road,4,48400,2025-09-28,2026-08-28,OCCUPIED,Udyati Varughese,2023-10-15 06:53:06
TH2077,PROP1922,Saket,2,29200,2026-03-21,2027-02-21,OCCUPIED,Yatan Sodhi,2025-06-11 14:14:43
TH2078,PROP1412,Janakpuri,4,38200,2025-07-16,2027-05-16,OCCUPIED,Devika Bera,2026-04-06 15:21:45
TH2079,PROP1657,Dwarka Sector 21,2,26700,2025-02-25,2026-12-25,OCCUPIED,Upasna Setty,2025-02-02 07:10:23
TH2080,PROP1086,Ghaziabad Indirapuram,1,10900,2024-12-15,2026-10-15,OCCUPIED,Oviya Pandit,2026-06-08 02:12:11
TH2081,PROP1326,Faridabad Sector 81,1,8600,2025-12-11,2027-10-11,OCCUPIED,Oliver Banik,2025-08-21 03:28:58
TH2082,PROP1734,Greater Noida Pari Chowk,3,15000,2025-05-05,2026-04-05,OCCUPIED,Abha Bhat,2025-06-10 02:24:27
TH2083,PROP1360,Noida Sector 62,4,39200,2025-04-14,2026-03-14,OCCUPIED,Bishakha Bala,2024-05-30 19:59:57
TH2084,PROP1910,Ghaziabad Indirapuram,4,29000,2023-10-19,2025-08-19,OCCUPIED,Arunima Krishnan,2023-12-13 18:56:12
TH2085,PROP1746,Greater Noida Pari Chowk,4,18100,2024-05-23,2025-04-23,OCCUPIED,Akshay Choudhury,2025-05-13 04:23:30
TH2086,PROP1311,Ghaziabad Raj Nagar Extension,3,12500,2026-04-12,2028-02-12,OCCUPIED,Sanya Pingle,2025-12-22 17:32:26
TH2087,PROP1420,Noida Sector 150,4,36500,2024-05-02,2026-03-02,OCCUPIED,Vedhika Golla,2025-12-13 10:50:14
TH2088,PROP1774,Central Delhi,2,38800,2026-02-18,2027-12-18,OCCUPIED,Frado Dhillon,2025-05-04 02:43:03
TH2089,PROP1503,Saket,3,42300,2026-01-05,2027-11-05,OCCUPIED,Nitara Rajagopal,2024-04-07 06:53:53
TH2090,PROP1758,Ghaziabad Vasundhara,2,11500,2024-11-14,2025-10-14,OCCUPIED,Shivansh Pai,2023-09-19 02:08:53
TH2091,PROP1308,Ghaziabad Raj Nagar Extension,1,6700,2024-05-05,2026-03-05,OCCUPIED,Charles Ganesh,2024-12-10 23:51:29
TH2092,PROP1504,Pitampura,1,13600,2024-12-23,2026-10-23,OCCUPIED,Vivaan Raghavan,2025-08-08 11:58:49
TH2093,PROP1994,Lajpat Nagar,3,42800,2024-09-20,2026-07-20,VACANT,Maanav Wali,2026-03-01 03:27:54
TH2094,PROP1644,Ghaziabad Raj Nagar Extension,1,6300,2023-08-02,2024-07-02,VACANT,Lavanya Mutti,2026-06-09 09:16:17
TH2095,PROP1167,Hauz Khas,2,36400,2025-08-06,2026-07-06,OCCUPIED,Gunbir Wali,2025-06-19 00:02:56
TH2096,PROP1055,Noida Sector 150,3,30200,2026-06-02,2028-04-02,OCCUPIED,Anjali Nayak,2024-05-12 18:22:09
TH2097,PROP1299,Faridabad Neharpar,1,6200,2025-12-15,2026-11-15,VACANT,Mahika Shenoy,2025-11-14 17:17:47
TH2098,PROP1614,Gurgaon Sector 56,3,36600,2025-10-18,2027-08-18,OCCUPIED,Zinal Nazareth,2025-08-02 03:40:19
TH2099,PROP1715,West Delhi,1,11100,2026-07-12,2028-05-12,VACANT,Advaith Anand,2026-01-17 20:41:57
TH2100,PROP1014,Central Delhi,3,57000,2023-08-03,2025-06-03,OCCUPIED,Hemang Sehgal,2024-08-09 17:27:12
TH2101,PROP1944,Gurgaon Sector 56,1,14500,2025-09-22,2026-08-22,VACANT,Reyansh Bandi,2023-08-16 12:47:08
TH2102,PROP1815,Faridabad Neharpar,1,6100,2023-10-29,2024-09-29,OCCUPIED,Jairaj Dar,2023-10-24 05:15:16
TH2103,PROP1135,Vasant Kunj,4,55500,2025-05-13,2027-03-13,OCCUPIED,Qasim Choudhry,2025-08-21 19:19:34
TH2104,PROP1453,Faridabad Neharpar,3,12300,2024-04-23,2026-02-23,OCCUPIED,Faqid Setty,2026-04-27 13:54:24
TH2105,PROP1835,Cyber City Gurgaon,2,31900,2024-05-18,2025-04-18,OCCUPIED,Ekiya Kurian,2024-01-15 00:47:37
TH2106,PROP1315,Central Delhi,2,38300,2023-10-10,2024-09-10,OCCUPIED,Lavanya Rama,2024-07-20 01:26:33
TH2107,PROP1782,Cyber City Gurgaon,1,20100,2023-09-24,2025-07-24,VACANT,Pranav Sastry,2023-10-05 14:31:08
TH2108,PROP1044,Dwarka Sector 21,1,14400,2026-06-27,2027-05-27,OCCUPIED,Maya Gokhale,2025-06-27 19:58:46
TH2109,PROP1931,Preet Vihar,1,12200,2023-11-16,2024-10-16,VACANT,Tejas Cherian,2026-04-16 12:40:04
TH2110,PROP1802,Cyber City Gurgaon,2,35700,2025-09-11,2026-08-11,OCCUPIED,Bakhshi Bora,2023-10-06 17:10:49
TH2111,PROP1360,Vasant Kunj,1,19000,2025-09-24,2027-07-24,NOTICE_PERIOD,Anirudh Tank,2023-12-31 15:59:25
TH2112,PROP1357,East Delhi,2,16300,2025-06-21,2026-05-21,OCCUPIED,Madhavi Lata,2024-01-03 16:23:31
TH2113,PROP1070,DLF Phase 5,1,26200,2024-07-16,2025-06-16,NOTICE_PERIOD,Aarush Varma,2025-09-03 21:37:54
TH2114,PROP1176,South Delhi,1,25100,2025-11-11,2027-09-11,OCCUPIED,Rajata Raval,2026-01-31 09:43:28
TH2115,PROP1604,Gurgaon Sector 45,4,41200,2025-11-22,2026-10-22,OCCUPIED,Upkaar Aggarwal,2024-09-14 18:49:48
TH2116,PROP1364,Sohna Road Gurgaon,4,30200,2025-08-13,2026-07-13,OCCUPIED,Jairaj Wason,2026-05-11 02:35:38
TH2117,PROP1780,Noida Sector 76,1,11600,2024-08-17,2025-07-17,OCCUPIED,Nandini Bhakta,2025-06-13 08:34:31
TH2118,PROP1370,Noida Sector 18,1,15200,2026-06-04,2028-04-04,OCCUPIED,Jasmit Warrior,2026-02-10 14:06:12
TH2119,PROP1291,Ghaziabad Vasundhara,3,19000,2024-07-27,2026-05-27,OCCUPIED,Bimala Jain,2024-01-31 02:06:31
TH2120,PROP1418,Noida Sector 18,4,43300,2023-09-02,2024-08-02,VACANT,Rayaan Mistry,2025-08-22 01:20:20
TH2121,PROP1822,Ghaziabad Raj Nagar Extension,3,12900,2026-03-28,2028-01-28,OCCUPIED,Vidhi Chad,2026-03-17 12:15:08
TH2122,PROP1406,Ghaziabad Indirapuram,1,8900,2024-11-11,2026-09-11,OCCUPIED,Logan Banik,2024-02-18 03:20:27
TH2123,PROP1605,DLF Phase 5,2,35800,2025-09-16,2026-08-16,OCCUPIED,Vrinda Ramachandran,2023-09-28 14:03:45
TH2124,PROP1610,Noida Extension,1,8500,2025-03-03,2027-01-03,OCCUPIED,Xalak Walla,2026-06-12 21:11:21
TH2125,PROP1286,Noida Sector 150,4,38200,2025-12-25,2027-10-25,NOTICE_PERIOD,Balhaar Nori,2023-09-20 23:36:26
TH2126,PROP1524,Noida Sector 150,2,23400,2025-11-29,2026-10-29,OCCUPIED,Nidra Dani,2024-03-09 12:05:16
TH2127,PROP1502,Faridabad Sector 15,2,14400,2025-07-05,2026-06-05,OCCUPIED,Manthan Kaul,2026-04-29 21:40:05
TH2128,PROP1756,Hauz Khas,1,24700,2023-08-30,2024-07-30,NOTICE_PERIOD,Vrinda Bahl,2024-12-18 21:19:20
TH2129,PROP1392,Noida Sector 76,2,17100,2026-04-21,2027-03-21,VACANT,Xavier De,2023-08-06 07:17:36
TH2130,PROP1677,Faridabad Neharpar,4,18300,2025-06-12,2026-05-12,OCCUPIED,Gunbir Shan,2025-05-21 07:06:22
TH2131,PROP1510,Faridabad Sector 15,3,19800,2026-01-20,2026-12-20,NOTICE_PERIOD,Hitesh Comar,2025-01-16 07:02:58
TH2132,PROP1033,Greater Noida Pari Chowk,1,7000,2025-12-12,2027-10-12,VACANT,Dev Jain,2024-10-30 13:43:47
TH2133,PROP1454,Ghaziabad Vasundhara,1,7500,2025-12-25,2027-10-25,VACANT,Ekta Dara,2026-06-24 19:48:51
TH2134,PROP1169,Faridabad Sector 15,4,23000,2025-04-11,2027-02-11,OCCUPIED,Ekanta Kala,2025-11-04 22:38:32
TH2135,PROP1113,Faridabad Sector 15,4,25100,2025-04-30,2026-03-30,OCCUPIED,Dev Dara,2024-05-16 16:10:41
TH2136,PROP1401,Preet Vihar,4,38600,2025-10-27,2027-08-27,OCCUPIED,Kala Gala,2024-11-13 05:07:28
TH2137,PROP1362,Noida Sector 18,3,32600,2026-04-29,2027-03-29,OCCUPIED,Kiaan Chaudhry,2025-12-04 08:03:05
TH2138,PROP1376,East Delhi,1,10400,2025-06-12,2027-04-12,OCCUPIED,Nakul Babu,2026-03-11 09:19:25
TH2139,PROP1439,East Delhi,3,20600,2023-10-17,2024-09-17,OCCUPIED,Praneel Chakraborty,2025-09-02 22:54:00
TH2140,PROP1254,Pitampura,3,32900,2025-05-01,2026-04-01,VACANT,Omaja Soni,2025-08-18 04:40:07
TH2141,PROP1118,North Delhi,2,14200,2024-03-02,2026-01-02,OCCUPIED,Shravya Sabharwal,2024-04-08 17:15:03
TH2142,PROP1674,Greater Noida Pari Chowk,4,18700,2024-01-28,2025-11-28,OCCUPIED,Pranit Tata,2025-05-22 04:46:23
TH2143,PROP1325,Sohna Road Gurgaon,4,31000,2023-10-25,2024-09-25,VACANT,Ijaya Sahota,2023-07-26 13:42:26
TH2144,PROP1103,Rohini Sector 10,3,28000,2024-04-04,2026-02-04,OCCUPIED,Girish Pathak,2026-02-20 21:00:28
TH2145,PROP1307,West Delhi,4,28400,2026-07-05,2027-06-05,VACANT,Ucchal Joshi,2024-05-19 10:47:42
TH2146,PROP1549,Rohini Sector 10,3,26400,2024-02-18,2025-12-18,NOTICE_PERIOD,Urvi Tank,2024-01-30 18:21:52
TH2147,PROP1412,Janakpuri,1,15000,2025-07-23,2026-06-23,OCCUPIED,Chatura Patla,2024-05-28 21:56:57
TH2148,PROP1280,Lajpat Nagar,4,53100,2024-11-07,2026-09-07,VACANT,Sudiksha Bassi,2023-11-12 23:31:07
TH2149,PROP1668,Noida Sector 62,3,27500,2023-09-16,2025-07-16,OCCUPIED,Nakul Balakrishnan,2025-01-03 01:19:23
TH2150,PROP1412,Preet Vihar,4,39400,2023-11-25,2024-10-25,VACANT,Sai Nanda,2024-10-22 17:49:51
TH2151,PROP1643,Faridabad Neharpar,2,9700,2025-10-16,2026-09-16,OCCUPIED,Victor Choudhary,2024-07-12 21:55:05
TH2152,PROP1844,Ghaziabad Vasundhara,3,20100,2023-11-05,2025-09-05,NOTICE_PERIOD,Ryan Prashad,2026-03-24 06:00:24
TH2153,PROP1745,Hauz Khas,2,36800,2023-10-09,2024-09-09,OCCUPIED,Chatura Sarin,2023-12-27 09:05:20
TH2154,PROP1765,Noida Sector 62,4,35200,2026-05-02,2027-04-02,OCCUPIED,Pranav Ram,2024-09-02 19:10:10
TH2155,PROP1867,Greater Noida,3,18100,2024-12-03,2025-11-03,OCCUPIED,Jagrati Madan,2024-02-28 03:07:27
TH2156,PROP1616,Pitampura,4,38800,2023-12-07,2024-11-07,OCCUPIED,Avni Deshpande,2023-11-20 07:23:57
TH2157,PROP1252,Noida Sector 62,4,35900,2024-12-11,2026-10-11,OCCUPIED,Onveer Oza,2024-03-18 11:04:42
TH2158,PROP1928,Saket,2,25700,2024-06-08,2025-05-08,OCCUPIED,Onkar Karpe,2023-10-24 07:34:03
TH2159,PROP1809,Noida Sector 150,2,22800,2026-02-13,2027-01-13,NOTICE_PERIOD,Tarak Solanki,2026-01-23 16:03:45
TH2160,PROP1498,Vasant Kunj,1,22600,2024-05-21,2025-04-21,OCCUPIED,Yatin Kota,2024-07-14 04:31:15
TH2161,PROP1306,Lajpat Nagar,4,59100,2025-04-15,2026-03-15,OCCUPIED,Abdul Sahni,2026-06-29 13:42:07
TH2162,PROP1860,Central Delhi,2,38100,2023-09-02,2024-08-02,OCCUPIED,Yamini Bandi,2024-10-30 00:13:04
TH2163,PROP1849,Faridabad Neharpar,3,13300,2024-09-24,2025-08-24,OCCUPIED,Sneha Tandon,2024-04-10 02:19:33
TH2164,PROP1126,Noida Sector 76,3,27200,2025-03-23,2027-01-23,VACANT,Niharika Kamdar,2023-12-13 23:29:32
TH2165,PROP1762,Pitampura,4,38600,2024-06-08,2025-05-08,OCCUPIED,Amol Srinivasan,2025-07-23 15:20:40
TH2166,PROP1994,Noida Sector 150,4,38700,2024-01-14,2024-12-14,OCCUPIED,Arjun Sha,2024-12-10 17:10:16
TH2167,PROP1384,Cyber City Gurgaon,3,49500,2023-12-19,2025-10-19,OCCUPIED,Qasim Prabhakar,2025-06-07 08:57:03
TH2168,PROP1987,Noida Sector 150,2,21300,2025-08-29,2027-06-29,VACANT,Ekavir Rajan,2026-03-26 12:25:24
TH2169,PROP1022,Saket,1,19000,2024-07-19,2025-06-19,OCCUPIED,Chaman Sandhu,2025-10-23 12:26:04
TH2170,PROP1394,Noida Sector 62,3,30700,2025-08-23,2026-07-23,OCCUPIED,Faris Nayak,2025-10-04 18:02:06
TH2171,PROP1243,Ghaziabad Indirapuram,4,23800,2023-09-19,2025-07-19,VACANT,Charan Choudhry,2024-09-13 04:12:09
TH2172,PROP1940,Preet Vihar,3,26500,2024-12-11,2025-11-11,OCCUPIED,Jasmit Peri,2024-01-29 14:35:01
TH2173,PROP1881,Gurgaon Sector 56,4,44600,2025-03-23,2027-01-23,VACANT,Samarth Devi,2026-06-30 17:46:35
TH2174,PROP1281,Gurgaon Golf Course Road,4,80400,2024-04-07,2026-02-07,VACANT,Vanya Kadakia,2025-10-23 19:56:31
TH2175,PROP1341,Greater Noida Pari Chowk,1,7700,2025-10-31,2027-08-31,OCCUPIED,Ira Loke,2025-01-23 07:56:35
TH2176,PROP1361,Greater Noida,3,16600,2024-10-26,2025-09-26,VACANT,Dev Pradhan,2024-08-02 20:02:52
TH2177,PROP1657,Gurgaon Sector 45,4,42400,2025-01-03,2025-12-03,OCCUPIED,Upma Wali,2025-08-02 19:11:27
TH2178,PROP1205,Noida Sector 62,3,28500,2025-02-23,2026-01-23,OCCUPIED,Siya Pillai,2025-12-14 00:49:25
TH2179,PROP1529,Central Delhi,4,80900,2026-05-21,2028-03-21,OCCUPIED,Raghav Shankar,2023-10-25 05:30:37
TH2180,PROP1895,Central Delhi,3,54200,2024-09-20,2026-07-20,VACANT,Bhavya Bose,2023-11-18 09:31:39
TH2181,PROP1204,Gurgaon Golf Course Road,4,78400,2024-05-18,2026-03-18,VACANT,Watika Dora,2026-03-06 07:28:02
TH2182,PROP1968,Janakpuri,1,15800,2025-02-10,2026-01-10,VACANT,Chaaya Saha,2026-06-17 22:42:09
TH2183,PROP1998,Ghaziabad Vasundhara,2,12300,2025-03-04,2026-02-04,OCCUPIED,Urvi Palan,2024-10-23 21:48:11
TH2184,PROP1633,Greater Noida Pari Chowk,3,14100,2025-10-05,2027-08-05,OCCUPIED,Bishakha Gulati,2023-09-28 12:55:43
TH2185,PROP1581,Cyber City Gurgaon,1,23900,2026-03-01,2028-01-01,VACANT,Zinal Nayak,2024-10-14 15:54:01
TH2186,PROP1951,Ghaziabad Vasundhara,4,21300,2024-07-30,2025-06-30,OCCUPIED,Vedika Wagle,2026-01-29 01:24:53
TH2187,PROP1883,Noida Sector 150,3,32600,2024-11-19,2026-09-19,OCCUPIED,Kevin Mohan,2024-01-25 17:44:49
TH2188,PROP1877,Rohini Sector 10,2,22400,2024-04-30,2026-02-28,OCCUPIED,Kamya Mani,2025-11-10 23:51:07
TH2189,PROP1194,Greater Noida,2,11700,2023-09-10,2024-08-10,OCCUPIED,Bhavani Shah,2026-06-03 07:21:04
TH2190,PROP2000,Preet Vihar,2,21600,2025-05-28,2026-04-28,OCCUPIED,Bhavika Gopal,2026-06-21 22:12:02
TH2191,PROP1701,Ghaziabad Vasundhara,1,7500,2026-01-25,2026-12-25,VACANT,Neel Khanna,2023-11-26 16:08:08
TH2192,PROP1998,Noida Extension,2,14700,2026-07-13,2028-05-13,OCCUPIED,Ridhi Lad,2024-08-29 14:53:58
TH2193,PROP1263,Lajpat Nagar,1,19800,2024-03-01,2025-02-01,OCCUPIED,Edhitha Padmanabhan,2023-12-30 16:03:29
TH2194,PROP1241,Ghaziabad Raj Nagar Extension,3,15700,2024-11-23,2025-10-23,OCCUPIED,Charvi Dara,2026-04-25 02:26:15
TH2195,PROP1517,Sohna Road Gurgaon,3,28100,2024-10-05,2026-08-05,OCCUPIED,Maanav Shanker,2026-05-03 04:26:27
TH2196,PROP1914,Saket,2,26400,2024-01-07,2025-11-07,NOTICE_PERIOD,Chakrika Som,2026-03-29 07:17:51
TH2197,PROP1899,Ghaziabad Vasundhara,2,11700,2026-06-16,2028-04-16,OCCUPIED,Riya Nigam,2025-08-14 16:13:08
TH2198,PROP1120,Noida Sector 76,1,13000,2025-09-29,2027-07-29,VACANT,Liam Dada,2024-06-23 03:15:06
